timestamp,model_used,latency_sec,total_tokens,cost_usd,report_path,transcript_path,factual_consistency,completeness,coherence,objective_weighted_score,chat_depth,re_asks,copy_clicks,expand_clicks,time_spent_sec,is_feedback_collected,user_feedback_score
2026-02-28T20:09:44.858746,gemini-2.0-flash-lite-001,52.57,29488,0.0,history_reports\summary_20260228_200935_gemini-2.0-flash-lite-001.txt,history_reports\transcript_20260228_200935_gemini-2.0-flash-lite-001.txt,0.6666666666666666,0.3142857142857143,0.6853796392679214,0.5814,0,0,0,0,0.0,0,
2026-02-28T20:11:50.071834,gemini-2.5-flash,82.67,26934,0.0,history_reports\summary_20260228_201147_gemini-2.5-flash.txt,history_reports\transcript_20260228_201147_gemini-2.5-flash.txt,0.8260869565217391,0.4,0.6803195476531982,0.6977,0,0,0,0,0.0,0,
2026-02-28T20:13:15.514814,gemini-2.5-flash,42.9,25311,0.0,history_reports\summary_20260228_201313_gemini-2.5-flash.txt,history_reports\transcript_20260228_201313_gemini-2.5-flash.txt,0.7619047619047619,0.3714285714285714,0.6596336364746094,0.6489,0,0,0,0,0.0,0,
2026-02-28T20:19:55.668909,gemini-2.5-flash,88.88,60788,0.0,history_reports\summary_20260228_201952_gemini-2.5-flash.txt,history_reports\transcript_20260228_201952_gemini-2.5-flash.txt,0.7717391304347826,0.1428571428571428,0.6731865406036377,0.5997,0,0,0,0,0.0,0,
2026-02-28T20:22:17.439815,gemini-2.5-flash,95.12,55389,0.0,history_reports\summary_20260228_202214_gemini-2.5-flash.txt,history_reports\transcript_20260228_202214_gemini-2.5-flash.txt,0.8352941176470589,0.1208791208791208,0.6515513062477112,0.6291,0,0,0,0,0.0,0,
2026-02-28T20:44:47.184806,gemini-2.5-flash,69.96,61034,0.0,history_reports\summary_20260228_204436_gemini-2.5-flash.txt,history_reports\transcript_20260228_204436_gemini-2.5-flash.txt,0.7540983606557377,0.6194237456532539,0.6765926778316498,0.7088,0,0,0,0,0.0,0,
2026-02-28T20:46:55.145819,gemini-2.5-flash,72.45,56593,0.0,history_reports\summary_20260228_204652_gemini-2.5-flash.txt,history_reports\transcript_20260228_204652_gemini-2.5-flash.txt,0.6666666666666666,0.4202020202020201,0.6306759864091873,0.5997,0,0,0,0,0.0,0,
2026-02-28T21:19:41.427199,gemini-2.5-flash,78.03,61749,0.0371,history_reports\summary_20260228_211932_gemini-2.5-flash.txt,history_reports\transcript_20260228_211932_gemini-2.5-flash.txt,0.896551724137931,0.6308777429467085,0.6706703007221222,0.7963,0,0,0,0,0.0,0,
2026-02-28T22:13:03.699217,gemini-2.5-flash,40.0,17257,0.011752,history_reports\summary_20260228_221252_gemini-2.5-flash.txt,history_reports\transcript_20260228_221252_gemini-2.5-flash.txt,0.703125,0.828472222222222,0.6443210691213608,0.7256,0,0,0,0,0.0,0,
